"DOI";"PublicationYear";"Venue";"Abstract";"WhichSearch";"Title";"CatLevel";"CatObjSubj";"CatFidelity";"HasBaseline";"HasPlacebo";"CS_HasAttentionCheck";"CS_HasDataQuality";"IsReproducible";"IsPreRegistered";"HasQuestionnaireValidation";"HasPreTesting";"HasLimitations";"SubsamplingGroup";"ParticipantCount";"ParticipantType";"NautaClassification"
"10.1109/INDIN51400.2023.10217864";2023;"IEEE 21st International Conference on Industrial Informatics (INDIN)";"Explainable AI (XAI) provides approaches and techniques for building trust in AI models. This paper presents and explores XAI approaches focusing on user interface concepts in predictive maintenance. The underlying AI model is based on an open dataset for wind turbines. An enhanced multi-class self-conceived labeling strategy improves the model and, thus, supports the XAI approaches. Previous research in user-centered XAI shows that users do not exploit the possibilities of XAI methods and instead rely on their intuition. To counter this tendency, we present user interfaces incorporating gamification elements to enhance understanding of AI outputs. We highlight our approach via two examples, demonstrating a local and a global XAI technique respectively. A preliminary user study was conducted to assess the value added by these gamification aspects. While the findings were inconclusive, they provided an initial insight into the potential of these design elements to foster user engagement in the realm of XAI.";"direct";"Motivational Exploration of Explanations in Industrial Analytics<sup>*</sup>";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"students (NA)";"SS"
"10.1145/3442381.3450092";2021;"WWW '21: Proceedings of the Web Conference 2021";"A variety of systems have been proposed to assist users in detecting machine learning (ML) fairness issues. These systems approach bias reduction from a number of perspectives, including recommender systems, exploratory tools, and dashboards. In this paper, we seek to inform the design of these systems by examining how individuals make sense of fairness issues as they use different de-biasing affordances. In particular, we consider the tension between de-biasing recommendations which are quick but may lack nuance and what-if style exploration which is time consuming but may lead to deeper understanding and transferable insights. Using logs, think-aloud data, and semi-structured interviews we find that exploratory systems promote a rich pattern of hypothesis generation and testing, while recommendations deliver quick answers which satisfy participants at the cost of reduced information exposure. We highlight design requirements and trade-offs in the design of ML fairness systems to promote accurate and explainable assessments.";"indirect";"Understanding User Sensemaking in Machine Learning Fairness Assessment Systems";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"students (NA)";"SS,SC"
"10.1109/ICCVW54120.2021.00423";2021;"IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)";"As machine learning approaches are increasingly used to augment human decision-making, eXplainable Artificial Intelligence (XAI) research has explored methods for communicating system behavior to humans. However, these approaches often fail to account for the affective responses of humans as they interact with explanations. Facial affect analysis, which examines human facial expressions of emotions, is one promising lens for understanding how users engage with explanations. Therefore, in this work, we aim to (1) identify which facial affect features are pronounced when people interact with XAI interfaces, and (2) develop a multitask feature embedding for linking facial affect signals with participants’ use of explanations. Our analyses and results show that the occurrence and values of facial AU1 and AU4, and Arousal are heightened when participants fail to use explanations effectively. This suggests that facial affect analysis should be incorporated into XAI to personalize explanations to individuals’ interaction styles and to adapt explanations based on the difficulty of the task performed.";"direct";"Toward Affective XAI: Facial Affect Analysis for Understanding Explainable Human-AI Interactions";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"31";"not stated (NA)";"SS"
"10.1145/3290605.3300803";2019;"CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems";"Data analysts apply machine learning and statistical methods to timestamped event sequences to tackle various problems but face unique challenges when interpreting the results. Especially in event sequence prediction, it is difficult to convey uncertainty and possible alternative paths or outcomes. In this work, informed by interviews with five machine learning practitioners, we iteratively designed a novel visualization for exploring event sequence predictions of multiple records where users are able to review the most probable predictions and possible alternatives alongside uncertainty information. Through a controlled study with 18 participants, we found that users are more confident in making decisions when alternative predictions are displayed and they consider the alternatives more when deciding between two options with similar top predictions.";"indirect";"Visualizing Uncertainty and Alternatives in Event Sequence Predictions";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"18,5";"AI experts (NA)";"SS,SC"
"10.1145/3490099.3511111";2022;"IUI '22: Proceedings of the 27th International Conference on Intelligent User Interfaces";"Machine learning technologies are increasingly being applied in many different domains in the real world. As autonomous machines and black-box algorithms begin making decisions previously entrusted to humans, great academic and public interest has been spurred to provide explanations that allow users to understand the decision-making process of the machine learning model. Besides explanations, Interactive Machine Learning (IML) seeks to leverage user feedback to iterate on an ML solution to correct errors and align decisions with those of the users. Despite the rise in explainable AI (XAI) and Interactive Machine Learning (IML) research, the links between interactivity, explanations, and trust have not been comprehensively studied in the machine learning literature. Thus, in this study, we develop and evaluate an explanation-driven interactive machine learning (XIML) system with the Tic-Tac-Toe game as a use case to understand how a XIML mechanism improves users' satisfaction with the machine learning system. We explore different modalities to support user feedback through visual or rules-based corrections. Our online user study (n = 199) supports the hypothesis that allowing interactivity within this XIML system causes participants to be more satisfied with the system, while visual explanations play a less prominent (and somewhat unexpected) role. Finally, we leverage a user-centric evaluation framework to create a comprehensive structural model to clarify how subjective system aspects, which represent participants' perceptions of the implemented interaction and visualization mechanisms, mediate the influence of these mechanisms on the system's user experience.";"direct";"Building Trust in Interactive Machine Learning via User Contributed Interpretable Rules";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"237";"crowdsourcing (AMT)";"SS"
"10.1109/ICHMS53169.2021.9582666";2021;"IEEE 2nd International Conference on Human-Machine Systems (ICHMS)";"In a Content Based Image Retrieval (CBIR) system, images are retrieved based on the content of the images such as color, shapes and objects. However, often end users experience a semantic gap between the notion of similarity used by the ranking model versus the users' perception about image similarity. Explainable AI (XAI) is an emerging research field that attempts to provide transparency of black box models, to make AI systems trustworthy and gain user trust. This work aims at building an I mage R etrieval system with T extual EX planations such as The (global) results are similar to the query by X% due to shape, Y% due to color. Local explanations are generated using various methods such as comparing images with respect to overlap between low level features such as color, shape and regions (MPEG-7 features). Additionally, high level features such as background-foreground segmentation, deep learned features and major key-points, objects identified (SIFT features) are used to enrich the explanations. We evaluate the quality of rankings on benchmark data-sets such as PASCAL VOC. The XAI facet of user satisfaction and usefulness of the system is evaluated in a lab based user study. Our results show that the semantic gap is better bridged using high level features. While low level features might be better suited for re-ranking of the retrieved images.";"direct";"IRTEX: Image Retrieval with Textual Explanations";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"not stated (NA)";"SS,FS"
NA;2018;"AIDE-WS '18 Joint Proceedings of the AIIDE 2018 Workshops co-located with 14th AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment (AIIDE 2018)";"Procedural content generation via Machine Learning (PCGML) is the umbrella term for approaches that generate content for games via machine learning. One of the benefits of PCGML is that, unlike search or grammar-based PCG, it does not require hand authoring of initial content or rules. Instead, PCGML relies on existing content and black box models, which can be difficult to tune or tweak without expert knowledge. This is especially problematic when a human designer needs to understand how to manipulate their data or models to achieve desired results. We present an approach to Explainable PCGML via Design Patterns in which the design patterns act as a vocabulary and mode of interaction between user and model. We demonstrate that our technique outperforms non explainable versions of our system in interactions with five expert designers, four of whom lack any machine learning expertise.";"indirect";"Explainable PCGML via game design patterns";"Desiderata";"Subjective";"Med";FALSE;FALSE;NA;NA;FALSE;FALSE;NA;FALSE;FALSE;"up to 2020";"5";"domain experts (designers)";"SS"
"10.1145/3290605.3300854";2019;"CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems";"Machine learning advances have afforded an increase in algorithms capable of creating art, music, stories, games, and more. However, it is not yet well-understood how machine learning algorithms might best collaborate with people to support creative expression. To investigate how practicing designers perceive the role of AI in the creative process, we developed a game level design tool for Super Mario Bros.-style games with a built-in AI level designer. In this paper we discuss our design of the Morai Maker intelligent tool through two mixed-methods studies with a total of over one-hundred participants. Our findings are as follows: (1) level designers vary in their desired interactions with, and role of, the AI, (2) the AI prompted the level designers to alter their design practices, and (3) the level designers perceived the AI as having potential value in their design practice, varying based on their desired role for the AI.";"indirect";"Friend, Collaborator, Student, Manager";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"24,91";"domain experts (game designers),not stated (NA)";"SS,SC"
"10.1145/3491102.3517650";2022;"CHI '22: Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems";"Model-agnostic explainable AI tools explain their predictions by means of 'local' feature contributions. We empirically investigate two potential improvements over current approaches. The first one is to always present feature contributions in terms of the contribution to the outcome that is perceived as positive by the user (positive framing). The second one is to add semantic labeling, that explains the directionality of each feature contribution (this feature leads to +5% eligibility), reducing additional cognitive processing steps. In a user study, participants evaluated the understandability of explanations for different framing and labeling conditions for loan applications and music recommendations. We found that positive framing improves understandability even when the prediction is negative. Additionally, adding semantic labels eliminates any framing effects on understandability, with positive labels outperforming negative labels. We implemented our suggestions in a package ArgueView[11].";"direct";"Improving understandability of feature contributions in model-agnostic explainable AI tools";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"133";"students (NA),researchers (NA),administrative staff (NA),other (convenience sampling)";"SS,SC"
NA;2018;"arXiv";"We consider the problem of explaining the decisions of deep neural networks for image recognition in terms of human-recognizable visual concepts. In particular, given a test set of images, we aim to explain each classification in terms of a small number of image regions, or activation maps, which have been associated with semantic concepts by a human annotator. This allows for generating summary views of the typical reasons for classifications, which can help build trust in a classifier and/or identify example types for which the classifier may not be trusted. For this purpose, we developed a user interface for interactive naming, which allows a human annotator to manually cluster significant activation maps in a test set into meaningful groups called visual concepts. The main contribution of this paper is a systematic study of the visual concepts produced by five human annotators using the interactive naming interface. In particular, we consider the adequacy of the concepts for explaining the classification of test-set images, correspondence of the concepts to activations of individual neurons, and the inter-annotator agreement of visual concepts. We find that a large fraction of the activation maps have recognizable visual concepts, and that there is significant agreement between the different annotators about their denotations. Our work is an exploratory study of the interplay between machine learning and human recognition mediated by visualizations of the results of learning.";"indirect";"Interactive naming for explaining deep neural networks: a formative study";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";"not stated (NA)";"SS"
"10.1007/s12525-023-00640-9";2023;"Electronic Markets";"Abstract Explainable artificial intelligence (XAI) is an important advance in the field of machine learning to shed light on black box algorithms and thus a promising approach to improving artificial intelligence (AI) adoption. While previous literature has already addressed the technological benefits of XAI, there has been little research on XAI from the user’s perspective. Building upon the theory of trust, we propose a model that hypothesizes that post hoc explainability (using Shapley Additive Explanations) has a significant impact on use-related variables in this context. To test our model, we designed an experiment using a randomized controlled trial design where participants compare signatures and detect forged signatures. Surprisingly, our study shows that XAI only has a small but significant impact on perceived explainability. Nevertheless, we demonstrate that a high level of perceived explainability has a strong impact on important constructs including trust and perceived usefulness. A post hoc analysis shows that hedonic factors are significantly related to perceived explainability and require more attention in future research. We conclude with important directions for academia and for organizations.";"direct";"Explanation matters: An experimental study on explainable AI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"106";"other (snowball sampling with people from insurance company)";"SS,FS"
"10.1145/3351095.3372831";2020;"FAT* '20: Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency";"There are many competing definitions of what statistical properties make a machine learning model fair. Unfortunately, research has shown that some key properties are mutually exclusive. Realistic models are thus necessarily imperfect, choosing one side of a trade-off or the other. To gauge perceptions of the fairness of such realistic, imperfect models, we conducted a between-subjects experiment with 502 Mechanical Turk workers. Each participant compared two models for deciding whether to grant bail to criminal defendants. The first model equalized one potentially desirable model property, with the other property varying across racial groups. The second model did the opposite. We tested pairwise trade-offs between the following four properties: accuracy; false positive rate; outcomes; and the consideration of race. We also varied which racial group the model disadvantaged. We observed a preference among participants for equalizing the false positive rate between groups over equalizing accuracy. Nonetheless, no preferences were overwhelming, and both sides of each trade-off we tested were strongly preferred by a non-trivial fraction of participants. We observed nuanced distinctions between participants considering a model unbiased and considering it fair. Furthermore, even when a model within a trade-off pair was seen as fair and unbiased by a majority of participants, we did not observe consensus that a machine learning model was preferable to a human judge. Our results highlight challenges for building machine learning models that are perceived as fair and broadly acceptable in realistic situations.";"indirect";"An empirical study on the perceived fairness of realistic, imperfect machine learning models";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"502";"crowdsourcing (AMT)";"SC,SS"
"10.1145/3544548.3581025";2023;"CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems";"The dazzling promises of AI systems to augment humans in various tasks hinge on whether humans can appropriately rely on them. Recent research has shown that appropriate reliance is the key to achieving complementary team performance in AI-assisted decision making. This paper addresses an under-explored problem of whether the Dunning-Kruger Effect (DKE) among people can hinder their appropriate reliance on AI systems. DKE is a metacognitive bias due to which less-competent individuals overestimate their own skill and performance. Through an empirical study (N = 249), we explored the impact of DKE on human reliance on an AI system, and whether such effects can be mitigated using a tutorial intervention that reveals the fallibility of AI advice, and exploiting logic units-based explanations to improve user understanding of AI advice. We found that participants who overestimate their performance tend to exhibit under-reliance on AI systems, which hinders optimal team performance. Logic units-based explanations did not help users in either improving the calibration of their competence or facilitating appropriate reliance. While the tutorial intervention was highly effective in helping users calibrate their self-assessment and facilitating appropriate reliance among participants with overestimated self-assessment, we found that it can potentially hurt the appropriate reliance of participants with underestimated self-assessment. Our work has broad implications on the design of methods to tackle user cognitive biases while facilitating appropriate reliance on AI systems. Our findings advance the current understanding of the role of self-assessment in shaping trust and reliance in human-AI decision making. This lays out promising future directions for relevant HCI research in this community.";"direct";"Knowing About Knowing: An Illusion of Human Competence Can Hinder Appropriate Reliance on AI Systems";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"314";"crowdsourcing (Prolific)";"FS,SS"
NA;2020;"Machine Learning for Healthcare Conference (MLHC)";"Applying machine learning in healthcare can be problematic because predictions might be biased, can lack robustness, and are prone to overly rely on correlations. Interpretable machine learning can mitigate these issues by visualizing gaps in problem formalization and putting the responsibility to meet additional desiderata of machine learning systems on human practitioners. Generalized additive models with interactions are transparent, with modular one- and two-dimensional risk functions that can be reviewed and, if necessary, removed. The key objective of this study is to determine whether these models can be interpreted by doctors to safely deploy them in a clinical setting. To this end, we simulated the review process of eight risk functions trained on a clinical task with twelve clinicians and collected information about objective and subjective factors of interpretability. The ratio of correct answers for dichotomous statements covering important properties of risk functions was 0.83±0.02 (n = 360) and the median of the participants’ certainty to correctly understand them was Certain (n=96) on a seven-level Likert scale (one = Very Uncertain to seven = Very Certain). These results suggest that doctors can correctly interpret risk functions of generalized additive models with interactions and also feel confident to do so. However, the evaluation also identified several interpretability issues and it showed that interpretability of generalized additive models depends on the complexity of risk functions.";"direct";"An Evaluation of the Doctor-Interpretability of Generalized Additive Models with Interactions";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"domain experts (medical)";"SS"
"10.1080/10447318.2022.2095093";2022;"International Journal of Human-Computer Interaction";"The application of artificial intelligence (AI) systems has surged in the high-risk area of medicine, and these systems must explain their decisions to different users. However, existing explainable AI (XAI) design practices in the medical domain are mostly focused on domain experts, such as physicians, and there is a lack of XAI design practices for consumer users. Therefore, we developed a library of XAI user needs in the medical domain, which can be used as an auxiliary tool for the development of user-centered XAI design solutions in this domain. Moreover, through empirical research, based on our XAI user Needs Library, we designed an XAI-based electrocardiogram diagnostic system prototype for consumer users and conducted a user evaluation. The results provide the empirical experience of the design space of XAI and promote consumer user-centered XAI practices.";"direct";"What Are the Users’ Needs? Design of a User-Centered Explainable Artificial Intelligence Diagnostic System";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"8";"students (NA)";"SS"
"10.1109/TAFFC.2020.3043603";2022;"IEEE Transactions on Affective Computing";"In this article, we introduce a next-generation annotation tool called NOVA for emotional behaviour analysis, which implements a workflow that interactively incorporates the 'human in the loop'.A main aspect of NOVA is the possibility of applying semisupervised active learning where Machine Learning techniques are used already during the annotation process by giving the possibility to pre-label data automatically.Furthermore, NOVA implements recent eXplainable AI (XAI) techniques to provide users with both, a confidence value of the automatically predicted annotations, as well as visual explanations.We investigate how such techniques can assist non-experts in terms of trust, perceived self-efficacy, cognitive workload as well as creating correct mental models about the system by conducting a user study with 53 participants.The results show that NOVA can easily be used by non-experts and lead to a high computer self-efficacy.Furthermore, the results indicate that XAI visualisations help users to create more correct mental models about the machine learning system compared to the baseline condition.Nevertheless, we suggest that explanations in the field of AI have to be more focused on user-needs as well as on the classification task and the model they want to explain.";"direct";"Unraveling ML Models of Emotion With NOVA: Multi-Level Explainable AI for Non-Experts";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"53";"not stated (NA)";"FS,SS,SC"
NA;2019;"ACMIUI-WS '19: Joint Proceedings of the ACM IUI 2019 Workshops co-located with the 24th ACM Conference on Intelligent User Interfaces (ACM IUI 2019)";"A lack of algorithmic transparency is a major barrier to the adoption of artificial intelligence technologies within contexts which require high risk and high consequence decision making. In this paper we present a framework for providing transparency of algorithmic processes. We include important considerations not identified in research to date for the high risk and high consequence context of defence intelligence analysis. To demonstrate the core concepts of our framework we explore an example application (a conversational agent for knowledge exploration) which demonstrates shared human-machine reasoning in a critical decision making scenario. We include new findings from interviews with a small number of analysts and recommendations for future research.";"indirect";"Algorithmic transparency of conversational agents";"Understanding";"Subjective";"Low";NA;NA;NA;NA;NA;FALSE;NA;NA;FALSE;"up to 2020";"NA";"domain experts (intelligence analysts)";"SS"
"10.1007/978-3-030-50353-6_20";2020;"Augmented Cognition. Theoretical and Technological Approaches (HCII) Lecture Notes in Computer Science";"Abstract In domains which require high risk and high consequence decision making, such as defence and security, there is a clear requirement for artificial intelligence (AI) systems to be able to explain their reasoning. In this paper we examine what it means to provide explainable AI. We report on research findings to propose that explanations should be tailored, depending upon the role of the human interacting with the system and the individual system components, to reflect different needs. We demonstrate that a ‘one-size-fits-all’ explanation is insufficient to capture the complexity of needs. Thus, designing explainable AI systems involves careful consideration of context, and within that the nature of both the human and AI components.";"indirect";"Explainable Artificial Intelligence: What Do You Need to Know?";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12,4";"AI experts (NA),other (military),domain experts (intelligence analysts)";"SS"
"10.1145/3444369";2021;"ACM Transactions on Interactive Intelligent Systems";"The adoption of artificial intelligence (AI) systems in environments that involve high risk and high consequence decision-making is severely hampered by critical design issues. These issues include system transparency and brittleness, where transparency relates to (i) the explainability of results and (ii) the ability of a user to inspect and verify system goals and constraints; and brittleness, (iii) the ability of a system to adapt to new user demands. Transparency is a particular concern for criminal intelligence analysis, where there are significant ethical and trust issues that arise when algorithmic and system processes are not adequately understood by a user. This prevents adoption of potentially useful technologies in policing environments. In this article, we present a novel approach to designing a conversational agent (CA) AI system for intelligence analysis that tackles these issues. We discuss the results and implications of three different studies; a Cognitive Task Analysis to understand analyst thinking when retrieving information in an investigation, Emergent Themes Analysis to understand the explanation needs of different system components, and an interactive experiment with a prototype conversational agent. Our prototype conversational agent, named Pan, demonstrates transparency provision and mitigates brittleness by evolving new CA intentions. We encode interactions with the CA with human factors principles for situation recognition and use interactive visual analytics to support analyst reasoning. Our approach enables complex AI systems, such as Pan, to be used in sensitive environments, and our research has broader application than the use case discussed.";"indirect";"Developing Conversational Agents for Use in Criminal Investigations";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"domain experts (operational intelligence analysts)";"SS"
"10.1145/358916.358995";2000;"CSCW '00: Proceedings of the 2000 ACM conference on Computer supported cooperative work";"Automated collaborative filtering (ACF) systems predict a person's affinity for items or information by connecting that person's recorded interests with the recorded interests of a community of people and sharing ratings between like-minded persons. However, current recommender systems are black boxes, providing no transparency into the working of the recommendation. Explanations provide that transparency, exposing the reasoning and data behind a recommendation. In this paper, we address explanation interfaces for ACF systems - how they should be implemented and why they should be implemented. To explore how, we present a model for explanations based on the user's conceptual model of the recommendation process. We then present experimental results demonstrating what components of an explanation are the most compelling. To address why, we present experimental evidence that shows that providing explanations can improve the acceptance of ACF systems. We also describe some initial explorations into measuring how explanations can improve the filtering performance of users.";"indirect";"Explaining collaborative filtering recommendations";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"210";"domain experts (users of the MovieLens web-based ACF movie recommender)";"SS,SC"
NA;2021;"European Conference on Information Systems (ECIS)";"In explainable artificial intelligence (XAI), researchers try to alleviate the intransparency of high-performing but incomprehensible machine learning models. This should improve their adoption in practice. While many XAI techniques have been developed, the impact of their possibilities on the user is rarely being investigated. Hence, it is neither apparent whether an XAI-based model is perceived as more explainable than existing alternative machine learning models nor is it known whether the explanations actually increase the user’s comprehension of the problem, and thus, their problem-solving ability. In an empirical study, we asked 165 participants about the perceived explainability of different machine learning models and an XAI augmentation. We further tasked them to answer retention, transfer, and recall questions in three scenarios with different stake. The results reveal high comprehensibility and problem-solving performance of XAI augmentation compared to the tested machine learning models.";"indirect";"I Don't Get IT, but IT seems Valid! The Connection between Explainability and Comprehensibility in (X)AI Research";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"175";"crowdsourcing (Prolific)";"SS,SC"
"10.1016/j.ijinfomgt.2022.102538";2023;"International Journal of Information Management";"Machine learning algorithms enable advanced decision making in contemporary intelligent systems. Research indicates that there is a tradeoff between their model performance and explainability. Machine learning models with higher performance are often based on more complex algorithms and therefore lack explainability and vice versa. However, there is little to no empirical evidence of this tradeoff from an end user perspective. We aim to provide empirical evidence by conducting two user experiments. Using two distinct datasets, we first measure the tradeoff for five common classes of machine learning algorithms. Second, we address the problem of end user perceptions of explainable artificial intelligence augmentations aimed at increasing the understanding of the decision logic of high-performing complex models. Our results diverge from the widespread assumption of a tradeoff curve and indicate that the tradeoff between model performance and explainability is much less gradual in the end user's perception. This is a stark contrast to assumed inherent model interpretability. Further, we found the tradeoff to be situational for example due to data complexity. Results of our second experiment show that while explainable artificial intelligence augmentations can be used to increase explainability, the type of explanation plays an essential role in end user perception.";"direct";"Stop ordering machine learning algorithms by their explainability! A user-centered investigation of performance and explainability";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"112";"crowdsourcing (Prolific)";"SS,SC"
"10.1145/3469595.3469596";2021;"CUI '21: Proceedings of the 3rd Conference on Conversational User Interfaces";"Providing explanations based on user reviews in recommender systems (RS) can increase users' perception of system transparency. While static explanations are dominant, interactive explanatory approaches have emerged in explainable artificial intelligence (XAI), so that users are more likely to examine system decisions and get more arguments supporting system assertions. However, little attention has been paid to conversational approaches for explanations targeting end users. In this paper we explore how to design a conversational interface to provide explanations in a review-based RS, and present the results of a Wizard of Oz (WoOz) study that provided insights into the type of questions users might ask in such a context, as well as their perception of a system simulating such a dialog. Consequently, we propose a dialog management policy and user intents for explainable review-based RS, taking as an example the hotels domain.";"direct";"Conversational review-based explanations for recommender systems: Exploring users’ query behavior";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"32";"crowdsourcing (AMT)";"SS"
"10.1145/3579541";2023;"ACM Transactions on Interactive Intelligent Systems";"Explaining system-generated recommendations based on user reviews can foster users’ understanding and assessment of the recommended items and the recommender system (RS) as a whole. While up to now explanations have mostly been static, shown in a single presentation unit, some interactive explanatory approaches have emerged in explainable artificial intelligence (XAI), making it easier for users to examine system decisions and to explore arguments according to their information needs. However, little is known about how interactive interfaces should be conceptualized and designed to meet the explanatory aims of transparency, effectiveness, and trust in RS. Thus, we investigate the potential of interactive, conversational explanations in review-based RS and propose an explanation approach inspired by dialog models and formal argument structures. In particular, we investigate users’ perception of two different interface types for presenting explanations, a graphical user interface (GUI)-based dialog consisting of a sequence of explanatory steps, and a chatbot-like natural-language interface. Since providing explanations by means of natural language conversation is a novel approach, there is a lack of understanding how users would formulate their questions with a corresponding lack of datasets. We thus propose an intent model for explanatory queries and describe the development of ConvEx-DS, a dataset containing intent annotations of 1,806 user questions in the domain of hotels, that can be used to to train intent detection methods as part of the development of conversational agents for explainable RS. We validate the model by measuring user-perceived helpfulness of answers given based on the implemented intent detection. Finally, we report on a user study investigating users’ evaluation of the two types of interactive explanations proposed (GUI and chatbot), and to test the effect of varying degrees of interactivity that result in greater or lesser access to explanatory information. By using Structural Equation Modeling, we reveal details on the relationships between the perceived quality of an explanation and the explanatory objectives of transparency, trust, and effectiveness. Our results show that providing interactive options for scrutinizing explanatory arguments has a significant positive influence on the evaluation by users (compared to low interactive alternatives). Results also suggest that user characteristics such as decision-making style may have a significant influence on the evaluation of different types of interactive explanation interfaces.";"direct";"Explaining Recommendations through Conversations: Dialog Model and the Effects of Interface Type and Degree of Interactivity";"Desiderata";"Subjective";"Med";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;"2021 and after";"223";"crowdsourcing (Prolific)";"SS,SC"
"10.1145/3446871.3469749";2021;"ICER 2021: Proceedings of the 17th ACM Conference on International Computing Education Research";"This paper presents a pilot study of NaturalLanguageProcessing4All (NLP4All), a Constructionist, low-threshold, XAI learning tool designed to bring Natural Language Processing methods into high school classrooms. Specifically, NLP4All is designed to let non-programmers explore different corpora of text through classification activities. Together with a high school Social Studies teacher, I developed a 2-week (6-hour) learning unit focusing on analyzing tweets from political parties to explore the differences and similarities between their policy views and communication styles. In the analysis, I find that text classification shows unexplored promise as a learning activity; that students were able to draw on their prior knowledge to classify tweets; that using NLP4All to collaboratively classify tweets led to productive classroom discussions; and that while students were able to build good machine learning models for classifying tweets, their rationales often focused on identifying one party, rather than distinguishing between parties. Finally, I discuss other educational contexts where NLP and ML can be productive for children, and future design features that may be worth exploring.";"indirect";"NaturalLanguageProcesing4All";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"domain experts (hs students and a teacher)";"SS,SC,FS"
NA;2023;"The Eleventh International Conference on Learning Representations (ICLR)";"As large language models (LLMs) grow larger and more sophisticated, assessing their reasoning capabilities in natural language grows more challenging. Recent question answering (QA) benchmarks that attempt to assess reasoning are often limited by a narrow scope of covered situations and subject matters. We introduce WikiWhy, a QA dataset built around a novel auxiliary task: explaining why an answer is true in natural language. WikiWhy contains over 9,000 why question-answer-rationale triples, grounded on Wikipedia facts across a diverse set of topics. Each rationale is a set of supporting statements connecting the question to the answer. WikiWhy serves as a benchmark for the reasoning capabilities of LLMs because it demands rigorous explicit rationales for each answer to demonstrate the acquisition of implicit commonsense knowledge, which is unlikely to be easily memorized. GPT-3 baselines achieve only 38.7% human-evaluated correctness in the end-to-end answer & explain condition, leaving significant room for future improvements.";"top 4";"WikiWhy: Answering and Explaining Cause-and-Effect Questions";"Understanding";"Subjective";"Low";FALSE;FALSE;NA;NA;FALSE;FALSE;NA;FALSE;FALSE;"top 4";"3";"students (NA)";"SS,SC"
"10.1145/3290605.3300809";2019;"CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems";"Without good models and the right tools to interpret them, data scientists risk making decisions based on hidden biases, spurious correlations, and false generalizations. This has led to a rallying cry for model interpretability. Yet the concept of interpretability remains nebulous, such that researchers and tool designers lack actionable guidelines for how to incorporate interpretability into models and accompanying tools. Through an iterative design process with expert machine learning researchers and practitioners, we designed a visual analytics system, Gamut, to explore how interactive interfaces could better support model interpretation. Using Gamut as a probe, we investigated why and how professional data scientists interpret models, and how interface affordances can support data scientists in answering questions about model interpretability. Our investigation showed that interpretability is not a monolithic concept: data scientists have different reasons to interpret models and tailor explanations for specific audiences, often balancing competing concerns of simplicity and completeness. Participants also asked to use Gamut in their work, highlighting its potential to help data scientists understand their own data.";"indirect";"Gamut";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"33";"domain experts (data scientists)";"FS,SS,SC"
